Region,Month,Fertilizer_Usage_kg,Crop_Type,Crop_Area_ha,Livestock_Cows,Livestock_Pigs,Household_Energy_kWh,Renewable_Energy_Fraction,Temperature_C,Rainfall_mm,Carbon_Emission_tCO2,Year
R0104,4,79.3,Barley,10.0,97,54,138.8,0.32,23.4,110.6,14.8,2020
R0299,3,74.9,Rice,26.1,26,162,194.4,0.46,25.8,212.6,11.46,2021
R0246,12,187.5,Maize,8.2,83,186,120.7,0.15,8.2,92.3,13.56,2024
R0176,8,99.2,Maize,31.9,63,38,498.5,0.36,6.4,279.8,17.84,2021
R0039,11,105.8,Barley,16.9,40,184,394.6,0.86,28.5,208.4,7.69,2018
R0170,10,164.0,Rice,28.7,95,82,135.0,0.04,16.5,244.7,27.28,2018
R0247,9,100.8,Rice,28.3,67,194,108.1,0.15,8.2,33.8,21.41,2024
R0026,12,192.8,Maize,46.6,4,33,387.7,0.13,27.9,187.6,20.73,2019
R0013,11,160.7,Rice,29.7,52,112,275.7,0.4,30.5,167.7,17.98,2018
R0036,5,139.6,Wheat,31.2,7,168,414.7,1.0,22.6,102.0,-2.0,2020
R0173,9,182.1,Barley,23.1,21,149,469.4,0.17,9.8,93.5,13.57,2021
R0020,2,57.4,Wheat,47.7,6,26,339.7,0.15,5.5,182.4,6.46,2018
R0264,3,88.6,Maize,40.0,21,148,174.8,0.92,26.0,217.8,5.83,2018
R0142,7,119.8,Maize,17.8,45,168,412.9,0.88,21.5,29.3,7.53,2019
R0143,7,84.0,Rice,43.0,29,30,482.3,0.03,24.5,178.9,5.78,2024
R0092,6,161.6,Rice,24.5,15,154,332.1,0.75,29.4,67.7,9.53,2024
R0288,6,187.9,Maize,42.3,78,164,372.8,0.66,18.0,59.3,19.41,2023
R0215,2,113.6,Maize,42.0,4,193,235.0,0.77,8.7,194.5,6.32,2019
R0051,10,101.3,Wheat,13.5,66,181,252.6,0.49,33.2,107.0,26.87,2020
R0153,6,194.2,Wheat,36.6,22,136,393.9,0.99,21.4,143.4,7.27,2024
R0186,4,116.7,Rice,18.1,60,82,471.1,0.04,23.5,120.8,13.4,2021
R0063,12,123.4,Wheat,18.4,73,169,351.6,0.23,33.0,201.5,12.08,2019
R0190,3,102.7,Rice,18.3,4,163,415.9,0.4,32.9,151.6,10.99,2018
R0125,11,186.4,Rice,37.7,22,9,168.7,0.45,22.2,289.8,6.37,2021
R0150,2,135.3,Barley,15.3,78,186,184.8,0.92,13.9,118.7,21.23,2021
R0058,1,164.3,Rice,5.0,81,39,312.8,0.56,34.9,227.3,10.74,2018
R0180,11,171.8,Wheat,37.2,24,53,170.6,0.05,25.4,92.0,5.83,2019
R0170,11,101.3,Maize,12.7,7,166,354.0,0.41,17.3,162.5,19.2,2018
R0271,5,115.1,Maize,9.7,94,134,216.7,0.42,21.8,174.7,20.5,2023
R0054,2,177.3,Wheat,15.7,20,3,416.6,0.97,17.5,112.2,-2.75,2021
R0101,2,104.5,Maize,22.1,1,142,423.2,0.6,31.6,152.1,7.83,2022
R0264,7,169.1,Rice,26.4,21,175,285.5,0.64,19.5,98.2,15.3,2022
R0053,8,191.1,Maize,7.0,71,5,172.3,0.71,29.7,21.7,2.43,2020
R0060,10,143.5,Wheat,48.7,86,72,358.7,0.77,30.2,80.4,13.59,2024
R0108,8,161.2,Maize,37.2,95,162,497.1,0.64,29.7,216.0,15.86,2018
R0005,4,170.8,Rice,19.5,71,199,349.0,0.24,26.7,235.9,24.95,2018
R0103,1,176.8,Rice,19.3,67,198,114.3,0.87,30.6,98.5,15.56,2020
R0196,11,109.3,Wheat,25.2,63,195,106.9,0.73,16.6,134.3,15.2,2020
R0262,7,57.7,Wheat,33.2,93,57,228.1,0.74,8.4,30.5,20.5,2020
R0047,1,110.3,Wheat,11.6,18,76,178.3,1.0,30.3,86.4,10.97,2021
R0144,11,151.1,Barley,13.5,86,18,425.2,0.8,19.9,238.2,-9.23,2023
R0269,4,117.6,Barley,43.7,81,61,437.9,0.83,8.8,189.7,14.95,2018
R0124,8,162.3,Rice,16.5,52,70,203.4,0.95,8.5,77.6,8.64,2021
R0106,2,103.5,Barley,22.1,92,137,230.3,0.15,9.8,92.1,16.95,2020
R0158,6,145.2,Barley,44.2,86,24,194.5,0.5,27.5,248.7,8.91,2018
R0147,6,78.0,Maize,34.8,96,171,463.4,0.58,26.3,78.5,13.28,2021
R0145,12,162.4,Barley,20.4,51,126,301.1,0.33,11.1,113.6,12.3,2023
R0120,9,131.9,Maize,35.8,46,57,362.5,0.84,30.4,206.0,0.73,2021
R0275,5,80.6,Wheat,5.9,81,152,266.2,0.76,13.4,177.1,7.43,2023
R0092,10,93.8,Maize,38.1,53,119,352.4,0.72,28.8,149.0,5.74,2020
R0058,4,162.3,Maize,26.9,43,110,254.3,1.0,19.7,271.9,10.92,2023
R0229,5,122.4,Wheat,41.6,96,167,235.9,0.26,26.9,81.5,23.25,2018
R0117,12,82.4,Wheat,48.0,6,75,353.8,0.74,16.4,227.6,6.86,2020
R0279,12,195.1,Rice,46.7,91,69,336.4,0.55,15.4,64.5,16.27,2018
R0127,10,157.3,Rice,45.9,0,137,217.4,0.31,30.2,192.4,5.91,2022
R0129,11,193.6,Rice,28.0,62,65,159.7,0.16,6.1,263.8,18.02,2019
R0058,5,114.1,Rice,21.2,97,119,247.4,0.9,34.2,148.2,9.76,2023
R0122,8,121.3,Maize,25.9,38,152,266.1,0.6,24.4,222.8,16.23,2019
R0001,10,184.7,Maize,36.0,18,198,351.5,0.82,18.0,249.7,6.23,2019
R0239,12,128.8,Rice,44.8,30,86,465.8,0.55,23.8,58.1,5.65,2023
R0290,8,156.1,Barley,14.3,76,138,114.5,0.22,8.7,217.6,16.92,2020
R0096,2,87.8,Rice,46.3,23,121,197.5,0.34,20.4,277.6,15.75,2022
R0126,7,117.0,Barley,41.7,68,163,177.5,0.38,34.6,181.4,20.01,2018
R0118,8,68.5,Wheat,49.0,86,48,300.9,0.97,12.1,72.1,9.17,2021
R0048,11,80.9,Maize,44.6,82,47,271.9,0.01,26.7,55.5,26.46,2018
R0089,6,50.1,Maize,17.6,64,114,391.6,0.99,18.0,92.7,-2.92,2021
R0237,5,55.9,Barley,9.8,32,86,197.0,0.98,24.6,49.0,0.09,2018
R0272,11,196.6,Rice,10.1,58,6,337.8,1.0,11.1,163.8,-1.62,2023
R0189,9,86.4,Maize,18.1,32,76,453.5,0.48,19.1,39.5,-1.22,2022
R0192,3,149.5,Barley,32.6,31,178,464.3,0.96,34.4,82.6,4.29,2021
R0069,12,175.9,Wheat,41.2,58,144,483.5,0.4,10.9,143.2,21.05,2024
R0278,10,132.6,Wheat,45.5,91,159,409.3,0.03,24.1,152.7,22.74,2020
R0247,4,73.0,Maize,33.1,40,153,462.4,0.22,22.3,178.3,14.67,2018
R0076,9,159.2,Rice,5.3,11,120,193.8,0.95,22.0,217.6,-1.65,2018
R0154,6,140.0,Barley,13.4,72,123,179.0,0.01,23.5,33.2,14.57,2021
R0144,8,159.7,Maize,9.5,10,149,102.6,0.55,20.1,42.6,9.14,2020
R0086,7,165.5,Wheat,21.3,96,140,382.7,0.08,5.5,37.0,27.1,2020
R0185,11,196.3,Rice,27.6,18,124,475.0,0.29,32.0,138.5,5.55,2023
R0285,2,136.0,Barley,7.0,53,11,174.8,0.09,29.8,31.7,7.92,2024
R0220,3,101.2,Maize,20.7,56,70,354.8,0.86,10.2,228.9,11.99,2023
R0069,1,147.3,Barley,13.1,41,0,398.6,0.59,17.4,82.4,2.41,2023
R0047,9,60.3,Rice,34.1,97,160,471.0,0.9,28.1,283.0,2.03,2023
R0094,7,184.6,Rice,25.9,70,118,358.7,0.69,34.4,156.2,20.44,2023
R0238,1,67.9,Wheat,27.3,30,141,488.1,0.97,33.5,145.0,7.12,2023
R0204,3,99.2,Rice,24.2,51,110,237.9,0.51,32.0,238.6,16.88,2022
R0218,4,172.4,Maize,48.0,1,63,240.0,0.64,9.8,219.7,-1.83,2020
R0039,4,139.6,Barley,14.7,82,42,317.2,0.58,32.4,190.0,19.04,2023
R0100,5,109.0,Rice,28.2,37,185,253.4,0.48,31.4,281.8,11.56,2020
R0289,3,121.0,Rice,38.1,31,40,100.6,0.85,16.3,138.2,5.32,2020
R0254,3,178.2,Maize,30.1,9,195,392.7,0.64,16.8,246.4,8.59,2019
R0222,1,101.0,Barley,46.8,7,114,400.7,0.8,18.8,126.4,9.88,2022
R0023,7,180.4,Barley,22.0,89,38,398.8,0.79,24.7,254.7,9.15,2023
R0250,11,63.2,Wheat,25.9,93,0,238.0,0.19,12.8,92.7,15.29,2018
R0010,10,166.5,Wheat,9.0,74,40,308.9,0.65,5.7,101.0,10.62,2021
R0246,1,177.1,Barley,32.4,19,172,244.0,0.2,9.2,209.8,16.16,2024
R0100,2,77.3,Maize,18.0,19,87,106.4,0.58,18.2,79.6,3.17,2018
R0290,4,114.6,Maize,12.2,8,97,325.0,0.68,13.5,84.2,14.23,2022
R0180,4,74.8,Wheat,29.5,71,87,149.5,1.0,27.9,105.5,4.11,2021
R0223,5,156.0,Rice,29.0,14,78,132.0,0.03,8.2,210.1,13.13,2022
R0250,11,130.3,Maize,8.4,97,140,402.2,0.09,32.5,269.0,24.55,2020
R0147,2,145.3,Rice,36.4,87,70,103.8,0.08,31.9,208.9,23.49,2021
R0096,4,79.5,Maize,33.1,96,136,483.6,0.4,32.3,251.8,25.62,2020
R0257,1,81.8,Barley,13.5,62,190,306.1,0.82,27.2,172.2,12.85,2018
R0004,2,56.2,Wheat,26.1,90,98,493.2,0.84,8.2,39.3,11.48,2018
R0016,1,98.3,Rice,37.4,20,150,123.2,0.74,18.1,48.1,20.66,2021
R0280,10,134.0,Rice,28.8,4,181,333.4,0.9,8.9,175.2,7.58,2021
R0247,10,178.7,Barley,22.8,34,174,239.7,0.32,34.6,111.8,11.58,2023
R0258,4,150.0,Maize,19.5,84,166,437.4,0.09,15.0,81.8,21.95,2022
R0160,4,115.3,Rice,32.5,67,86,244.5,0.06,22.6,150.6,10.41,2023
R0152,7,193.0,Maize,47.3,47,153,204.2,0.85,28.4,206.6,17.27,2022
R0178,10,157.9,Barley,35.2,79,0,443.0,0.73,32.6,127.8,12.87,2023
R0163,11,189.5,Wheat,8.4,94,141,249.9,0.7,27.7,244.7,17.31,2020
R0033,11,129.1,Rice,25.7,89,111,106.7,0.34,25.2,226.8,10.19,2021
R0179,9,88.8,Maize,45.1,61,73,256.1,0.38,19.0,225.8,18.53,2018
R0101,9,57.9,Rice,9.3,34,64,361.8,0.96,23.2,295.9,-7.46,2022
R0268,5,158.9,Maize,49.5,69,68,201.7,0.06,7.8,102.7,9.88,2022
R0065,10,68.2,Maize,47.7,96,66,272.8,0.77,31.5,200.5,12.18,2018
R0168,1,95.4,Maize,8.5,20,176,122.7,0.31,21.3,259.5,14.48,2023
R0043,1,129.9,Barley,47.0,79,49,335.2,0.04,6.2,182.3,20.36,2022
R0044,6,134.7,Wheat,21.3,38,57,402.5,0.74,32.6,241.1,5.17,2024
R0285,2,140.1,Rice,43.0,33,52,265.3,0.33,19.7,136.0,19.68,2020
R0012,8,74.9,Wheat,23.8,14,90,268.1,0.72,31.1,185.3,5.8,2021
R0095,9,107.0,Maize,24.8,5,114,135.3,0.71,30.7,35.6,13.22,2018
R0253,4,142.6,Maize,33.5,65,117,180.8,0.53,29.5,296.0,19.75,2021
R0242,5,195.5,Wheat,39.9,87,56,161.9,0.78,6.8,244.0,8.77,2024
R0035,11,159.1,Wheat,6.5,55,85,292.7,0.58,12.4,263.3,10.24,2022
R0215,8,188.4,Rice,31.7,48,17,311.7,0.29,31.3,214.4,22.02,2022
R0090,3,164.3,Maize,13.4,91,15,479.6,0.73,32.0,72.1,5.58,2024
R0264,5,138.8,Wheat,20.6,0,129,129.3,0.59,18.7,28.7,5.89,2018
R0093,3,78.8,Barley,20.7,64,12,339.9,0.01,18.2,262.1,13.76,2020
R0090,12,150.0,Maize,26.1,27,172,310.6,0.9,10.3,131.0,7.98,2019
R0115,10,143.5,Maize,20.0,99,79,306.5,0.55,34.1,93.9,11.76,2018
R0105,3,140.4,Rice,9.8,19,199,449.3,0.87,11.4,177.3,5.5,2019
R0196,3,123.5,Barley,11.6,47,42,182.2,0.88,10.7,137.9,14.02,2024
R0114,12,129.3,Rice,6.5,71,199,116.3,0.44,24.8,202.5,18.91,2023
R0075,7,100.2,Barley,26.2,64,53,368.9,0.51,12.3,155.5,3.77,2019
R0217,7,127.9,Rice,48.0,89,158,238.1,0.42,33.2,215.2,13.58,2020
R0277,7,79.6,Barley,10.2,50,136,107.0,0.45,5.3,259.0,24.56,2023
R0249,10,170.8,Barley,47.6,42,72,200.5,0.9,5.2,74.8,9.07,2019
R0164,8,77.9,Barley,38.0,48,47,223.7,0.79,20.1,112.2,9.72,2024
R0192,5,62.7,Wheat,33.7,24,17,346.7,0.13,19.6,142.3,4.45,2023
R0227,5,115.4,Maize,34.0,73,10,169.0,0.61,9.9,289.4,12.01,2024
R0177,4,148.7,Barley,42.2,75,189,265.2,1.0,19.8,122.3,24.03,2019
R0099,7,115.7,Wheat,9.8,40,83,293.0,0.6,17.3,126.7,5.35,2024
R0036,10,91.5,Wheat,27.7,70,18,283.7,0.79,31.7,203.0,9.52,2020
R0096,4,133.7,Rice,36.4,63,99,489.6,0.77,5.3,137.4,2.3,2019
R0152,2,102.1,Maize,31.4,60,115,118.2,0.35,34.3,286.3,25.42,2019
R0151,4,189.9,Maize,42.5,11,89,480.4,0.37,23.7,270.5,12.29,2019
R0190,8,188.4,Rice,8.3,80,73,332.8,0.72,9.6,163.8,9.91,2018
R0224,9,125.4,Maize,36.1,68,23,418.3,0.5,6.4,200.5,8.68,2018
R0037,3,99.2,Rice,29.0,13,12,272.2,0.57,21.1,36.2,0.85,2018
R0268,7,160.6,Wheat,22.1,33,124,281.5,0.71,12.0,214.8,8.34,2020
R0183,12,55.5,Wheat,20.3,47,115,451.7,0.78,14.0,218.0,-5.72,2023
R0013,9,121.2,Barley,32.9,60,173,458.4,0.27,12.4,120.6,19.1,2024
R0279,11,100.4,Rice,45.1,80,180,195.5,0.15,24.5,81.5,21.64,2022
R0217,4,188.1,Wheat,27.3,34,156,179.7,0.29,21.6,276.2,19.0,2019
R0286,10,51.8,Wheat,42.1,64,163,298.5,0.51,7.3,139.5,13.49,2024
R0273,3,132.9,Rice,23.1,58,70,460.1,0.34,20.8,203.0,9.17,2019
R0062,5,161.1,Wheat,9.6,35,125,228.9,0.57,28.7,29.3,11.79,2020
R0084,1,122.8,Maize,7.8,78,144,360.8,0.05,7.4,135.9,12.85,2019
R0217,3,62.8,Wheat,7.3,18,175,383.3,0.51,31.7,248.8,10.86,2018
R0187,8,195.9,Rice,22.1,41,151,411.5,0.37,22.3,128.5,6.91,2022
R0019,11,127.7,Maize,20.2,68,181,325.6,0.53,33.5,188.9,23.1,2021
R0177,8,142.1,Maize,37.3,18,118,261.0,0.42,9.4,78.8,15.15,2019
R0100,4,85.5,Wheat,38.4,38,90,486.8,0.28,34.8,136.6,8.08,2024
R0233,2,122.5,Barley,7.3,68,84,344.5,0.9,24.3,279.7,11.26,2018
R0076,8,114.4,Maize,15.0,51,107,391.4,0.18,22.0,178.6,15.85,2021
R0265,8,61.2,Rice,17.3,11,126,238.0,0.68,20.5,272.5,1.97,2022
R0284,10,65.9,Barley,29.6,82,120,368.0,0.92,5.7,272.6,0.41,2021
R0206,4,175.6,Barley,11.5,46,128,203.1,0.54,33.2,284.4,15.41,2018
R0223,3,86.0,Maize,11.0,75,194,198.0,0.88,24.3,270.7,12.25,2023
R0052,2,79.2,Wheat,47.5,35,5,385.9,0.12,7.7,20.9,15.65,2023
R0144,9,125.7,Barley,41.2,62,77,308.6,0.49,5.6,281.5,13.24,2021
R0069,1,165.3,Wheat,13.1,75,182,373.3,0.46,6.5,58.5,15.64,2020
R0099,7,59.3,Maize,23.3,81,37,207.8,0.01,23.3,31.2,23.31,2024
R0025,5,136.5,Rice,21.0,50,160,339.5,0.44,23.4,35.5,18.58,2024
R0053,8,67.9,Barley,40.6,42,115,277.6,0.37,20.0,117.7,-5.24,2021
R0151,4,55.5,Rice,28.0,33,101,338.8,0.67,14.2,193.8,5.01,2019
R0144,7,57.9,Wheat,10.8,96,7,216.4,0.94,21.0,132.6,0.79,2019
R0057,5,175.1,Wheat,38.3,48,77,386.2,0.09,20.5,27.2,12.89,2024
R0039,5,67.7,Rice,22.9,17,111,422.4,0.33,5.6,153.4,9.07,2024
R0109,9,56.8,Maize,16.8,60,147,204.0,0.44,13.5,143.8,16.44,2023
R0181,9,115.7,Maize,21.9,56,54,220.2,0.46,6.6,231.9,12.18,2020
R0042,9,176.6,Barley,27.4,92,47,364.5,0.77,32.0,98.3,17.07,2018
R0186,12,89.4,Barley,20.4,4,183,378.2,0.44,26.8,80.9,14.33,2019
R0223,6,113.3,Maize,15.9,88,87,381.6,0.03,34.9,91.7,22.56,2024
R0122,6,56.0,Maize,22.9,23,9,373.1,0.71,14.1,105.0,1.81,2023
R0133,5,117.4,Rice,5.9,92,51,257.1,0.88,31.4,187.8,16.61,2022
R0163,9,136.6,Wheat,39.8,63,177,257.9,0.51,23.1,152.0,16.92,2023
R0215,10,135.6,Wheat,12.7,58,33,201.9,0.58,18.6,114.3,7.85,2019
R0221,8,99.9,Barley,7.0,37,163,162.7,0.16,11.7,124.8,5.52,2019
R0235,7,97.3,Maize,34.4,32,60,377.0,0.22,27.2,123.9,16.43,2023
R0146,7,66.0,Rice,39.8,9,143,137.3,0.24,32.1,292.3,11.36,2018
R0239,6,105.0,Barley,41.6,36,78,475.1,0.43,12.1,85.2,24.97,2021
R0076,5,64.9,Rice,27.2,96,17,430.7,0.93,10.3,249.1,3.37,2019
R0009,4,165.0,Maize,14.2,86,70,443.0,0.52,25.9,218.3,14.07,2023
R0074,3,194.9,Maize,38.2,10,174,462.7,0.19,34.3,21.6,20.23,2024
R0253,3,195.5,Maize,36.5,23,85,263.4,0.27,27.5,298.1,7.28,2023
R0230,6,179.8,Wheat,16.1,87,31,438.7,0.38,13.5,231.8,15.83,2020
R0007,4,140.1,Maize,45.7,70,42,163.2,0.62,17.6,211.1,12.96,2021
R0174,12,155.1,Barley,9.7,20,82,108.7,0.44,16.5,133.5,7.82,2022
R0141,12,92.8,Wheat,49.2,19,167,414.0,0.39,30.6,175.5,19.73,2018
R0168,6,144.6,Rice,43.7,9,192,129.9,0.56,28.1,90.9,10.17,2022
R0170,3,118.3,Barley,36.0,88,162,495.4,0.24,22.7,29.9,23.83,2021
R0283,4,122.3,Barley,47.2,46,68,369.9,0.08,13.2,254.1,22.89,2021
R0122,9,163.7,Rice,37.5,99,49,401.4,0.02,33.1,271.0,17.74,2021
R0194,5,92.3,Wheat,13.6,46,11,198.3,0.25,24.6,65.5,6.69,2022
R0005,7,97.7,Barley,24.9,14,84,369.5,0.09,34.1,240.4,23.22,2024
R0029,10,188.7,Barley,8.2,43,122,117.3,0.34,22.4,227.5,16.93,2021
R0165,2,58.4,Barley,22.5,61,57,435.1,0.77,29.6,69.9,3.01,2023
R0136,5,122.8,Wheat,38.4,5,82,167.8,0.72,29.4,138.1,11.04,2022
R0145,9,186.9,Wheat,22.4,65,190,378.9,0.61,15.1,138.4,14.87,2021
R0217,11,141.6,Wheat,19.9,75,176,189.8,0.85,33.9,232.8,9.36,2023
R0132,3,132.0,Barley,31.8,3,111,127.4,0.28,5.7,254.5,17.15,2024
R0292,9,87.5,Maize,44.2,22,127,292.6,0.89,28.1,46.5,2.11,2020
R0070,11,101.5,Rice,7.1,12,35,167.7,0.4,34.0,177.6,17.26,2024
R0252,6,177.8,Maize,22.3,80,53,391.8,0.4,15.2,233.3,12.09,2021
R0275,4,133.9,Wheat,12.1,30,46,195.0,0.41,24.4,240.1,18.8,2022
R0182,7,127.2,Barley,36.3,15,114,237.0,0.1,21.9,61.4,6.37,2019
R0167,8,64.9,Barley,9.8,40,159,327.0,0.98,27.8,167.1,12.52,2021
R0091,6,52.4,Maize,34.9,89,123,214.0,0.14,31.0,260.1,21.58,2019
R0202,5,194.6,Maize,17.9,91,180,251.2,0.34,23.1,109.2,27.03,2023
R0019,6,106.5,Rice,14.0,0,159,426.2,0.32,29.5,139.0,15.79,2020
R0039,5,140.5,Barley,47.1,11,189,171.7,0.07,14.4,245.2,14.58,2018
R0126,8,62.0,Maize,5.8,55,164,132.9,0.15,11.9,45.0,9.42,2024
R0173,1,152.5,Rice,24.7,49,95,231.3,0.04,17.9,260.7,15.72,2020
R0141,11,189.9,Wheat,6.0,19,106,269.8,0.29,25.3,107.1,12.76,2021
R0242,7,136.3,Maize,26.8,65,119,317.1,0.87,10.6,20.4,9.05,2019
R0220,10,68.9,Wheat,27.5,35,100,249.0,0.34,25.4,85.6,12.59,2024
R0126,10,137.3,Rice,19.5,78,102,416.0,0.12,16.8,45.1,20.93,2019
R0058,11,165.0,Wheat,10.9,37,165,115.7,0.65,28.9,45.9,10.15,2022
R0148,2,111.0,Barley,21.9,21,157,272.7,1.0,6.1,214.0,9.79,2019
R0001,9,182.0,Barley,35.3,60,185,252.9,0.23,25.0,79.9,20.1,2022
R0190,1,147.3,Wheat,40.2,49,31,359.0,0.28,24.5,281.7,8.48,2023
R0191,11,184.9,Barley,28.9,95,65,486.5,0.97,33.2,164.6,12.54,2024
R0117,10,143.5,Rice,31.5,58,178,304.2,0.18,26.4,148.8,16.66,2024
R0134,6,69.7,Barley,14.0,19,10,494.8,0.51,28.9,141.6,-0.41,2018
R0058,9,96.5,Wheat,17.9,35,186,220.9,0.24,32.1,213.9,16.6,2021
R0044,1,80.3,Wheat,12.3,96,147,112.3,0.93,25.3,146.6,24.03,2022
R0173,4,186.3,Wheat,16.2,14,36,166.3,0.98,13.7,56.0,5.47,2018
R0160,4,164.1,Maize,15.1,61,101,258.0,0.81,31.1,266.4,14.14,2019
R0173,9,151.5,Wheat,28.4,2,48,226.5,0.31,27.4,140.0,5.72,2019
R0149,11,95.1,Rice,30.3,92,18,138.8,0.4,17.7,40.7,12.85,2018
R0080,5,77.6,Barley,47.5,90,182,273.1,0.24,26.3,168.2,22.55,2024
R0213,5,163.5,Barley,13.8,4,167,235.2,0.89,31.0,201.3,10.25,2019
R0203,6,121.1,Maize,33.9,55,6,149.0,0.91,34.3,97.2,5.86,2023
R0252,1,83.9,Maize,41.8,30,132,218.4,0.42,33.6,244.1,19.5,2023
R0229,1,142.5,Rice,30.2,85,41,454.6,0.66,14.8,207.5,8.59,2018
R0164,9,56.1,Wheat,16.5,34,87,220.8,0.17,17.7,202.1,2.24,2022
R0227,3,98.9,Maize,16.8,70,175,385.6,0.43,8.3,137.8,31.16,2022
R0147,4,120.3,Barley,6.8,69,134,344.8,0.63,12.4,289.3,11.64,2018
R0020,1,72.2,Maize,18.7,25,10,270.9,0.39,31.5,96.8,11.48,2022
R0047,9,197.7,Maize,38.5,0,176,195.6,0.36,15.8,181.8,21.55,2024
R0233,8,81.4,Wheat,7.1,82,157,247.6,0.0,23.6,106.5,25.24,2024
R0014,2,69.6,Maize,14.9,6,40,336.8,0.8,25.0,228.5,-0.97,2022
R0143,8,80.5,Rice,36.8,35,2,240.3,0.89,28.5,33.4,4.47,2023
R0001,7,165.4,Barley,40.2,75,39,186.0,0.97,10.5,32.9,4.84,2022
R0054,11,113.8,Wheat,25.5,83,50,146.6,0.72,14.1,247.0,22.6,2024
R0259,6,134.8,Barley,36.4,86,31,451.9,0.55,18.5,141.6,7.47,2020
R0144,1,53.2,Rice,22.5,24,47,276.1,0.27,15.9,115.5,6.19,2021
R0012,7,55.2,Rice,12.2,93,70,350.1,1.0,34.5,190.1,8.01,2019
R0224,10,116.9,Maize,22.9,58,198,296.2,0.59,30.0,216.5,16.37,2020
R0272,7,172.5,Maize,31.1,60,147,449.0,0.68,19.4,76.3,10.4,2022
R0156,9,182.8,Maize,47.7,28,88,318.8,0.68,31.4,71.9,16.9,2023
R0008,1,63.0,Barley,8.1,94,108,292.3,0.85,15.4,288.3,16.69,2018
R0122,2,130.8,Rice,27.8,17,34,469.8,0.01,28.6,185.1,13.57,2022
R0164,11,187.0,Wheat,19.8,40,107,387.9,0.22,11.7,129.2,13.4,2023
R0090,9,108.2,Maize,27.9,18,151,144.6,0.67,28.2,244.4,16.77,2021
R0136,9,174.4,Barley,6.1,3,39,171.1,0.9,18.7,167.0,0.81,2022
R0186,6,70.1,Maize,19.1,64,51,414.8,0.69,8.2,87.7,14.72,2024
R0178,6,190.3,Rice,41.9,40,111,434.3,0.41,13.2,77.9,15.01,2018
R0028,4,162.7,Wheat,29.9,14,38,318.1,0.36,17.1,131.1,13.94,2023
R0220,4,191.2,Rice,25.3,53,67,321.8,0.74,27.5,260.8,9.24,2023
R0041,5,151.5,Barley,17.8,63,188,352.8,0.74,7.2,37.2,15.67,2023
R0228,3,104.5,Maize,18.4,71,75,275.6,0.61,24.8,81.2,17.7,2021
R0192,1,190.7,Rice,22.2,14,64,372.1,0.29,26.5,270.1,20.98,2022
R0145,1,91.3,Barley,42.6,78,61,143.4,0.93,24.6,54.1,20.04,2021
R0201,12,99.8,Maize,48.5,49,1,484.5,0.55,27.8,196.3,10.61,2019
R0212,7,155.1,Wheat,24.7,21,133,400.1,0.79,10.3,79.8,10.55,2019
R0220,1,164.8,Rice,22.7,17,121,352.5,0.21,22.6,189.6,10.95,2022
R0240,1,189.4,Maize,43.1,79,74,226.5,0.34,33.2,127.3,18.97,2024
R0046,3,80.7,Maize,24.2,1,170,164.4,0.87,23.3,48.5,4.21,2021
R0035,10,169.7,Maize,29.8,35,39,263.7,0.05,23.3,183.1,14.45,2018
R0253,4,160.8,Maize,15.4,19,88,364.6,0.51,27.1,211.3,10.55,2023
R0082,4,59.6,Rice,38.5,15,166,353.5,0.48,15.0,210.5,1.56,2023
R0256,2,108.1,Maize,28.9,66,27,253.1,0.75,26.0,198.4,8.59,2022
R0197,1,92.4,Barley,41.4,29,79,345.3,0.28,32.5,160.1,13.39,2024
R0010,3,95.7,Rice,40.1,54,62,425.5,0.22,5.3,165.5,13.45,2019
R0286,11,197.4,Maize,14.7,65,191,110.5,0.93,31.1,198.0,20.55,2019
R0242,4,146.4,Rice,37.2,98,139,280.2,0.57,11.6,213.3,12.84,2023
R0251,3,157.7,Barley,41.0,25,40,403.4,0.1,18.7,203.4,8.65,2022
R0005,8,196.5,Barley,20.6,56,28,318.5,0.19,30.6,184.3,18.5,2021
R0119,10,106.6,Rice,12.8,68,22,360.6,1.0,29.7,63.6,3.46,2019
R0289,1,170.3,Maize,5.1,1,79,306.7,0.2,31.8,79.0,10.64,2021
R0065,2,115.2,Maize,25.3,55,50,496.7,0.61,33.2,92.9,4.71,2024
R0146,7,180.4,Barley,20.9,83,111,121.8,0.42,18.4,277.5,18.28,2019
R0224,4,77.1,Maize,30.0,61,104,296.4,0.89,24.7,232.6,-2.12,2019
R0239,8,192.2,Barley,13.5,33,44,136.6,0.76,16.7,174.8,12.5,2020
R0177,11,82.8,Maize,43.7,97,89,163.9,0.6,15.5,90.6,25.72,2019
R0267,3,98.9,Barley,16.6,55,149,253.2,0.01,17.9,51.0,12.89,2018
R0282,6,163.4,Wheat,15.2,54,137,162.2,0.88,27.3,271.7,8.92,2022
R0063,9,109.1,Maize,26.6,19,134,485.5,0.44,20.0,269.9,12.76,2022
R0217,1,141.2,Maize,27.4,49,88,478.7,0.93,29.4,51.0,12.29,2021
R0283,1,116.7,Maize,14.7,24,14,234.4,0.5,27.4,243.2,4.99,2024
R0177,8,161.4,Rice,17.2,83,76,355.9,0.69,5.6,145.1,6.23,2019
R0098,3,84.2,Maize,12.6,24,105,313.5,0.07,23.9,110.7,11.4,2018
