Record_number,Study_midyear,Latitude,Longitude,Biome,Ecosystem_type,MAT,MAP,Rs_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Decade,spring_ratio,summer_ratio,autumn_ratio,winter_ratio
366.0,2001.5,44.2,-122.2,Temperate,Forest,11.1,2100.0,2007.0,,,,,,2000,,,,
367.0,2001.5,44.2,-122.2,Temperate,Forest,11.1,2100.0,1478.0,,,,,,2000,,,,
368.0,2001.5,44.2,-122.2,Temperate,Forest,11.1,2100.0,2067.0,,,,,,2000,,,,
369.0,2001.5,44.2,-122.2,Temperate,Forest,11.1,2100.0,1669.0,,,,,,2000,,,,
370.0,2001.5,44.4,-121.7,Temperate,Forest,8.0,520.0,482.0,,,,,,2000,,,,
371.0,2001.5,44.4,-121.7,Temperate,Forest,8.0,520.0,593.0,,,,,,2000,,,,
372.0,2001.5,44.4,-121.7,Temperate,Forest,8.0,520.0,872.0,,,,,,2000,,,,
373.0,2001.5,44.4,-121.7,Temperate,Forest,8.0,520.0,717.0,,,,,,2000,,,,
375.0,1991.0,62.77,30.97,Boreal,Wetland,3.0,650.0,52.0,,,,,,1990,,,,
376.0,1991.0,62.77,30.97,Boreal,Wetland,3.0,650.0,111.0,,,,,,1990,,,,
377.0,1991.0,61.78,24.3,Boreal,Wetland,3.0,700.0,178.0,,,,,,1990,,,,
378.0,1991.0,61.78,24.3,Boreal,Wetland,3.0,700.0,273.0,,,,,,1990,,,,
379.0,1991.0,62.77,30.97,Boreal,Wetland,3.0,650.0,101.0,,,,,,1990,,,,
380.0,1991.0,62.77,30.97,Boreal,Wetland,3.0,650.0,140.0,,,,,,1990,,,,
381.0,1991.0,61.78,24.3,Boreal,Wetland,3.0,700.0,152.0,,,,,,1990,,,,
382.0,1991.0,61.78,24.3,Boreal,Wetland,3.0,700.0,235.0,,,,,,1990,,,,
383.0,1991.0,61.78,24.3,Boreal,Wetland,3.0,700.0,292.0,,,,,,1990,,,,
384.0,1991.0,61.78,24.3,Boreal,Wetland,3.0,700.0,339.0,,,,,,1990,,,,
385.0,1991.0,61.78,24.3,Boreal,Wetland,3.0,700.0,343.0,,,,,,1990,,,,
386.0,1991.0,61.78,24.3,Boreal,Wetland,3.0,700.0,332.0,,,,,,1990,,,,
387.0,1991.0,62.77,30.97,Boreal,Wetland,3.0,650.0,285.0,,,,,,1990,,,,
388.0,1991.0,62.23,29.83,Boreal,Wetland,2.4,595.0,606.0,,,,,,1990,,,,
389.0,1991.0,62.23,29.83,Boreal,Wetland,2.4,595.0,535.0,,,,,,1990,,,,
390.0,1991.0,62.23,29.83,Boreal,Wetland,2.4,595.0,465.0,,,,,,1990,,,,
391.0,1991.0,62.77,30.97,Boreal,Wetland,3.0,650.0,131.0,,,,,,1990,,,,
392.0,1991.0,61.78,24.3,Boreal,Wetland,3.0,700.0,190.0,,,,,,1990,,,,
393.0,1991.0,61.78,24.3,Boreal,Wetland,3.0,700.0,326.0,,,,,,1990,,,,
394.0,1991.0,61.78,24.3,Boreal,Wetland,3.0,700.0,252.0,,,,,,1990,,,,
395.0,1991.0,61.78,24.3,Boreal,Wetland,3.0,700.0,321.0,,,,,,1990,,,,
396.0,1991.0,62.77,30.97,Boreal,Wetland,3.0,650.0,551.0,,,,,,1990,,,,
399.0,1991.0,62.77,30.97,Boreal,Wetland,3.0,650.0,154.0,,,,,,1990,,,,
400.0,1992.0,62.77,30.97,Boreal,Wetland,3.0,650.0,136.0,,,,,,1990,,,,
401.0,1992.0,62.77,30.97,Boreal,Wetland,3.0,650.0,144.0,,,,,,1990,,,,
402.0,1992.0,62.77,30.97,Boreal,Wetland,3.0,650.0,143.0,,,,,,1990,,,,
403.0,1992.0,61.78,24.3,Boreal,Wetland,3.0,700.0,227.0,,,,,,1990,,,,
404.0,1992.0,61.78,24.3,Boreal,Wetland,3.0,700.0,394.0,,,,,,1990,,,,
405.0,1992.0,62.77,30.97,Boreal,Wetland,3.0,650.0,170.0,,,,,,1990,,,,
406.0,1992.0,62.77,30.97,Boreal,Wetland,3.0,650.0,179.0,,,,,,1990,,,,
407.0,1992.0,61.78,24.3,Boreal,Wetland,3.0,700.0,176.0,,,,,,1990,,,,
408.0,1992.0,61.78,24.3,Boreal,Wetland,3.0,700.0,240.0,,,,,,1990,,,,
409.0,1992.0,61.78,24.3,Boreal,Wetland,3.0,700.0,354.0,,,,,,1990,,,,
410.0,1992.0,61.78,24.3,Boreal,Wetland,3.0,700.0,378.0,,,,,,1990,,,,
411.0,1992.0,61.78,24.3,Boreal,Wetland,3.0,700.0,374.0,,,,,,1990,,,,
412.0,1992.0,61.78,24.3,Boreal,Wetland,3.0,700.0,347.0,,,,,,1990,,,,
413.0,1992.0,62.77,30.97,Boreal,Wetland,3.0,650.0,292.0,,,,,,1990,,,,
414.0,1992.0,62.23,29.83,Boreal,Wetland,2.4,595.0,606.0,,,,,,1990,,,,
415.0,1992.0,62.23,29.83,Boreal,Wetland,2.4,595.0,535.0,,,,,,1990,,,,
416.0,1992.0,62.23,29.83,Boreal,Wetland,2.4,595.0,465.0,,,,,,1990,,,,
417.0,1992.0,62.77,30.97,Boreal,Wetland,3.0,650.0,225.0,,,,,,1990,,,,
418.0,1992.0,61.78,24.3,Boreal,Wetland,3.0,700.0,186.0,,,,,,1990,,,,
419.0,1992.0,61.78,24.3,Boreal,Wetland,3.0,700.0,385.0,,,,,,1990,,,,
420.0,1992.0,61.78,24.3,Boreal,Wetland,3.0,700.0,287.0,,,,,,1990,,,,
421.0,1992.0,61.78,24.3,Boreal,Wetland,3.0,700.0,362.0,,,,,,1990,,,,
422.0,1992.0,62.23,29.83,Boreal,Wetland,2.4,595.0,618.0,,,,,,1990,,,,
423.0,1992.0,61.78,24.3,Boreal,Wetland,3.0,700.0,178.0,,,,,,1990,,,,
424.0,1992.0,61.78,24.3,Boreal,Wetland,3.0,700.0,445.0,,,,,,1990,,,,
425.0,1992.0,62.77,30.97,Boreal,Wetland,3.0,650.0,183.0,,,,,,1990,,,,
426.0,2004.5,78.0,19.0,Arctic,Shrubland,-5.7,180.0,152.0,,,,0.11,,2000,,,,0.0007236842105263158
427.0,2004.5,78.0,19.0,Arctic,Shrubland,-5.7,180.0,103.0,,,,0.11,,2000,,,,0.0010679611650485437
428.0,2004.5,78.0,19.0,Arctic,Shrubland,-5.7,180.0,176.0,,,,0.28,,2000,,,,0.001590909090909091
429.0,2004.5,63.05,29.08,Boreal,Forest,2.1,601.0,1040.0,,,,1.26,,2000,,,,0.0012115384615384616
434.0,1996.0,60.08,17.48,Boreal,Forest,5.5,527.0,1036.0,,,,,,1990,,,,
435.0,2004.0,64.0,-145.0,Boreal,Forest,-2.3,347.0,360.0,,,,,2.56,2000,,,,
437.0,2004.0,64.0,-145.0,Boreal,Forest,-2.3,347.0,739.0,,,,,3.74,2000,,,,
438.0,2000.5,49.87,8.65,Temperate,Forest,10.7,700.0,444.0,,,,,,2000,,,,
439.0,2003.0,-78.02,163.88,Arctic,Shrubland,-10.0,90.0,20.0,,,,,,2000,,,,
440.0,1993.0,31.1,-97.33,Temperate,Grassland,19.0,878.0,1600.0,,,,,,1990,,,,
441.0,1994.0,31.1,-97.33,Temperate,Grassland,19.0,878.0,1300.0,,,,,,1990,,,,
442.0,1995.0,31.1,-97.33,Temperate,Grassland,19.0,878.0,1200.0,,,,,,1990,,,,
443.0,1996.0,31.1,-97.33,Temperate,Grassland,19.0,878.0,1000.0,,,,,,1990,,,,
444.0,1997.0,31.1,-97.33,Temperate,Grassland,19.0,878.0,2100.0,,,,,,1990,,,,
445.0,1998.0,31.1,-97.33,Temperate,Grassland,19.0,878.0,1500.0,,,,,,1990,,,,
446.0,1996.5,18.25,-65.71,Tropical,Forest,22.3,3500.0,971.0,,,,,,1990,,,,
447.0,1996.5,18.25,-65.71,Tropical,Forest,22.3,3500.0,442.0,,,,,,1990,,,,
448.0,1996.5,18.25,-65.71,Tropical,Forest,22.3,3500.0,296.0,,,,,,1990,,,,
449.0,1996.5,18.25,-65.71,Tropical,Forest,22.3,3500.0,175.0,,,,,,1990,,,,
450.0,1996.5,18.25,-65.71,Tropical,Forest,22.3,3500.0,850.0,,,,,,1990,,,,
451.0,1996.5,18.25,-65.71,Tropical,Forest,22.3,3500.0,274.0,,,,,,1990,,,,
452.0,1996.5,18.25,-65.71,Tropical,Forest,22.3,3500.0,372.0,,,,,,1990,,,,
453.0,1996.5,18.25,-65.71,Tropical,Forest,22.3,3500.0,153.0,,,,,,1990,,,,
454.0,2003.0,37.0,114.4,Temperate,Agriculture,13.9,615.0,199.0,,,,,,2000,,,,
455.0,2003.0,37.0,114.4,Temperate,Agriculture,13.9,615.0,346.0,,,,,,2000,,,,
456.0,2003.0,37.0,114.4,Temperate,Agriculture,13.9,615.0,386.0,,,,,,2000,,,,
457.0,2003.0,37.0,114.4,Temperate,Agriculture,13.9,615.0,401.0,,,,,,2000,,,,
458.0,2003.0,37.0,114.4,Temperate,Agriculture,13.9,615.0,313.0,,,,,,2000,,,,
459.0,2003.0,37.0,114.4,Temperate,Agriculture,13.9,615.0,210.0,,,,,,2000,,,,
460.0,2003.0,37.0,114.4,Temperate,Agriculture,13.9,615.0,219.0,,,,,,2000,,,,
461.0,1996.0,53.99,-105.12,Boreal,Forest,1.5,405.0,896.0,,,,,,1990,,,,
462.0,1998.0,46.77,-100.92,Temperate,Grassland,5.0,404.0,814.0,,,,,3.8,1990,,,,
465.0,1998.0,51.77,9.57,Temperate,Forest,7.2,1038.0,510.0,,,,,1.99,1990,,,,
466.0,1998.0,51.77,9.57,Temperate,Forest,7.2,1038.0,630.0,,,,,2.51,1990,,,,
467.0,1998.0,52.83,10.28,Temperate,Forest,8.4,837.0,420.0,,,,,1.8,1990,,,,
468.0,1998.0,52.83,10.28,Temperate,Forest,8.4,837.0,700.0,,,,,2.96,1990,,,,
469.0,1999.0,51.77,9.57,Temperate,Forest,7.2,1038.0,500.0,,,,,1.93,1990,,,,
470.0,1999.0,51.77,9.57,Temperate,Forest,7.2,1038.0,600.0,,,,,2.25,1990,,,,
471.0,1999.0,52.83,10.28,Temperate,Forest,8.4,837.0,400.0,,,,,1.54,1990,,,,
472.0,1999.0,52.83,10.28,Temperate,Forest,8.4,837.0,580.0,,,,,2.12,1990,,,,
473.0,1996.0,46.58,-112.03,Temperate,Forest,6.7,295.0,240.0,,,,,,1990,,,,
474.0,1996.0,46.58,-112.03,Temperate,Forest,6.7,295.0,340.0,,,,,,1990,,,,
475.0,1996.0,46.58,-112.03,Temperate,Forest,6.7,295.0,530.0,,,,,,1990,,,,
476.0,1996.0,46.58,-112.03,Temperate,Forest,6.7,295.0,560.0,,,,,,1990,,,,
477.0,1991.0,19.75,-155.25,Tropical,Forest,19.0,600.0,890.0,,,,,,1990,,,,
478.0,1991.0,19.75,-155.25,Tropical,Forest,13.0,2600.0,776.0,,,,,,1990,,,,
479.0,1991.0,19.75,-155.25,Tropical,Forest,13.0,2600.0,653.0,,,,,,1990,,,,
480.0,2003.0,42.4,128.1,Temperate,Forest,3.5,732.0,1017.0,,,,,,2000,,,,
489.0,1988.5,42.5,-72.33,Temperate,Forest,8.5,1120.0,482.0,,,,,,1980,,,,
490.0,1988.5,42.5,-72.33,Temperate,Forest,8.5,1120.0,430.0,,,,,,1980,,,,
491.0,1988.5,42.5,-72.33,Temperate,Forest,8.5,1120.0,607.0,,,,,,1980,,,,
492.0,1988.5,42.5,-72.33,Temperate,Forest,8.5,1120.0,429.0,,,,,,1980,,,,
493.0,1988.5,42.5,-72.33,Temperate,Forest,8.5,1120.0,597.0,,,,,,1980,,,,
494.0,1988.5,42.5,-72.33,Temperate,Forest,8.5,1120.0,359.0,,,,,,1980,,,,
495.0,1989.5,42.5,-72.33,Temperate,Forest,8.5,1120.0,534.0,,,,,,1980,,,,
496.0,1989.5,42.5,-72.33,Temperate,Forest,8.5,1120.0,481.0,,,,,,1980,,,,
497.0,1989.5,42.5,-72.33,Temperate,Forest,8.5,1120.0,606.0,,,,,,1980,,,,
498.0,1989.5,42.5,-72.33,Temperate,Forest,8.5,1120.0,418.0,,,,,,1980,,,,
499.0,1989.5,42.5,-72.33,Temperate,Forest,8.5,1120.0,476.0,,,,,,1980,,,,
500.0,1989.5,42.5,-72.33,Temperate,Forest,8.5,1120.0,373.0,,,,,,1980,,,,
507.0,1994.0,32.82,130.73,Temperate,Forest,16.2,1970.0,507.0,,,,,,1990,,,,
508.0,1994.0,32.82,130.73,Temperate,Forest,16.2,1970.0,805.0,,,,,,1990,,,,
509.0,1995.0,32.82,130.73,Temperate,Forest,16.2,1970.0,499.0,,,,,,1990,,,,
510.0,1995.0,32.82,130.73,Temperate,Forest,16.2,1970.0,835.0,,,,,,1990,,,,
511.0,1996.0,32.82,130.73,Temperate,Forest,16.2,1970.0,592.0,,,,,,1990,,,,
512.0,1996.0,32.82,130.73,Temperate,Forest,16.2,1970.0,701.0,,,,,,1990,,,,
513.0,2002.0,33.18,-79.95,Temperate,Forest,17.7,1250.0,1670.0,,,,,,2000,,,,
514.0,2002.0,33.18,-79.95,Temperate,Forest,17.7,1250.0,1290.0,,,,,,2000,,,,
515.0,2002.0,33.18,-79.95,Temperate,Forest,17.7,1250.0,1320.0,,,,,,2000,,,,
516.0,2000.0,37.34,-78.26,Temperate,Forest,13.0,1070.0,760.0,,,,,,2000,,,,
517.0,2000.0,37.34,-78.26,Temperate,Forest,13.0,1070.0,1110.0,,,,,,2000,,,,
518.0,2000.0,37.34,-78.26,Temperate,Forest,13.0,1070.0,1230.0,,,,,,2000,,,,
519.0,1984.5,34.42,132.5,Temperate,Forest,13.3,1655.0,540.0,,,,,,1980,,,,
520.0,1994.0,30.6,-94.4,Temperate,Forest,19.4,1360.0,896.0,,,,,,1990,,,,
522.0,2000.5,55.17,-2.05,Temperate,Forest,8.6,900.0,560.0,,,,,,2000,,,,
523.0,2000.5,55.17,-2.05,Temperate,Forest,8.6,900.0,230.0,,,,,,2000,,,,
524.0,2000.5,55.17,-2.05,Temperate,Forest,8.6,900.0,220.0,,,,,,2000,,,,
525.0,2000.5,55.17,-2.05,Temperate,Forest,8.6,900.0,540.0,,,,,,2000,,,,
526.0,2000.5,55.17,-2.05,Temperate,Forest,8.6,900.0,500.0,,,,,,2000,,,,
527.0,2000.5,55.17,-2.05,Temperate,Grassland,8.6,900.0,1420.0,,,,,,2000,,,,
528.0,1971.5,35.05,-83.4,Temperate,Forest,12.6,1900.0,197.0,,,,,,1970,,,,
529.0,1971.5,35.05,-83.4,Temperate,Forest,12.6,1900.0,215.0,,,,,,1970,,,,
530.0,1971.5,35.05,-83.4,Temperate,Forest,12.6,1900.0,158.0,,,,,,1970,,,,
531.0,1971.5,35.05,-83.4,Temperate,Forest,12.6,1900.0,191.0,,,,,,1970,,,,
532.0,1995.0,35.05,-83.4,Temperate,Forest,12.6,1900.0,415.0,,,,,,1990,,,,
533.0,1995.0,35.05,-83.4,Temperate,Forest,12.6,1900.0,394.0,,,,,,1990,,,,
534.0,1995.0,35.05,-83.4,Temperate,Forest,12.6,1900.0,218.0,,,,,,1990,,,,
535.0,1995.0,35.05,-83.4,Temperate,Forest,12.6,1900.0,252.0,,,,,,1990,,,,
544.0,1993.5,45.03,-68.77,Temperate,Forest,5.1,920.0,478.0,,,,,,1990,,,,
556.0,1994.0,49.17,-88.65,Boreal,Forest,5.5,842.0,670.0,,,,,,1990,,,,
557.0,1995.5,42.53,-72.18,Temperate,Forest,8.5,1050.0,730.0,,,,,,1990,,,,
558.0,1995.5,42.53,-72.18,Temperate,Forest,8.5,1050.0,560.0,,,,,,1990,,,,
559.0,1995.5,42.53,-72.18,Temperate,Forest,8.5,1050.0,810.0,,,,,,1990,,,,
560.0,1995.5,42.53,-72.18,Temperate,Forest,8.5,1050.0,710.0,,,,,,1990,,,,
561.0,1995.5,42.53,-72.18,Temperate,Forest,8.5,1050.0,830.0,,,,,,1990,,,,
562.0,1995.5,42.53,-72.18,Temperate,Forest,8.5,1050.0,720.0,,,,,,1990,,,,
563.0,1993.0,45.17,-68.67,Temperate,Forest,5.5,1000.0,427.0,,,,,,1990,,,,
564.0,1993.0,45.17,-68.67,Temperate,Forest,5.5,1000.0,534.0,,,,,,1990,,,,
566.0,1994.0,45.17,-68.67,Temperate,Forest,5.5,1000.0,598.0,,,,,,1990,,,,
567.0,1996.0,74.47,-20.57,Arctic,Shrubland,-9.0,200.0,103.0,,,,,1.31,1990,,,,
568.0,1996.0,44.42,-121.51,Temperate,Forest,8.1,600.0,683.0,,,,,,1990,,,,
569.0,1997.0,44.42,-121.51,Temperate,Forest,8.1,600.0,773.0,,,,,,1990,,,,
570.0,1997.5,50.3,6.0,Temperate,Forest,7.5,1000.0,537.0,,,,,,1990,,,,
571.0,1997.5,50.3,6.0,Temperate,Forest,7.5,1000.0,973.0,,,,,,1990,,,,
572.0,1996.0,-43.53,172.7,Temperate,Forest,12.2,612.0,1671.0,,,,,,1990,,,,
573.0,1996.0,-43.53,172.7,Temperate,Forest,12.2,612.0,1895.0,,,,,,1990,,,,
574.0,1996.0,-77.63,162.88,Arctic,Shrubland,-19.0,10.0,38.0,,,,,0.03,1990,,,,
577.0,2001.0,23.17,112.54,Tropical,Forest,21.0,1927.0,1142.0,,,,,,2000,,,,
578.0,2001.0,23.17,112.54,Tropical,Forest,21.0,1927.0,1026.0,,,,,,2000,,,,
579.0,2001.0,23.17,112.54,Tropical,Forest,21.0,1927.0,1040.0,,,,,,2000,,,,
580.0,2000.0,37.58,-78.45,Temperate,Forest,13.0,1070.0,651.0,,,,,,2000,,,,
581.0,2000.0,37.58,-78.45,Temperate,Forest,13.0,1070.0,976.0,,,,,,2000,,,,
582.0,2000.0,37.58,-78.45,Temperate,Forest,13.0,1070.0,1075.0,,,,,,2000,,,,
583.0,2000.0,37.58,-78.45,Temperate,Forest,13.0,1070.0,1097.0,,,,,,2000,,,,
584.0,1997.0,-2.59,-70.12,Tropical,Forest,26.5,2200.0,2441.0,,,,,,1990,,,,
585.0,1999.5,-9.95,-67.87,Tropical,Forest,26.0,1940.0,1880.0,,,,,,1990,,,,
586.0,1999.5,-9.95,-67.87,Tropical,Forest,26.0,1940.0,1710.0,,,,,,1990,,,,
587.0,1999.5,-9.87,-67.07,Tropical,Grassland,26.0,1940.0,1840.0,,,,,,1990,,,,
588.0,1999.5,-9.88,-67.07,Tropical,Forest,26.0,1940.0,1830.0,,,,,,1990,,,,
589.0,1999.5,-9.88,-67.07,Tropical,Forest,26.0,1940.0,1540.0,,,,,,1990,,,,
590.0,1999.5,-9.88,-67.07,Tropical,Forest,26.0,1940.0,1350.0,,,,,,1990,,,,
591.0,1999.5,-9.88,-67.08,Tropical,Forest,26.0,1940.0,1490.0,,,,,,1990,,,,
592.0,1999.5,-9.94,-67.12,Tropical,Grassland,26.0,1940.0,2620.0,,,,,,1990,,,,
593.0,1999.5,-9.94,-67.12,Tropical,Forest,26.0,1940.0,1690.0,,,,,,1990,,,,
594.0,1999.5,-9.95,-67.13,Tropical,Forest,26.0,1940.0,1730.0,,,,,,1990,,,,
595.0,1999.5,-9.77,-67.66,Tropical,Grassland,26.0,1940.0,2280.0,,,,,,1990,,,,
596.0,1999.5,-9.77,-67.66,Tropical,Forest,26.0,1940.0,1690.0,,,,,,1990,,,,
597.0,1999.5,-9.77,-67.66,Tropical,Forest,26.0,1940.0,1470.0,,,,,,1990,,,,
598.0,1999.5,-9.84,-67.78,Tropical,Grassland,26.0,1940.0,2750.0,,,,,,1990,,,,
599.0,1999.5,-9.84,-67.78,Tropical,Forest,26.0,1940.0,1510.0,,,,,,1990,,,,
600.0,1999.5,-9.84,-67.78,Tropical,Forest,26.0,1940.0,1770.0,,,,,,1990,,,,
601.0,1998.5,45.0,-93.0,Temperate,Grassland,5.7,660.0,1669.0,,,,,,1990,,,,
602.0,1998.5,45.0,-93.0,Temperate,Grassland,5.7,660.0,1828.0,,,,,,1990,,,,
603.0,1998.5,45.0,-93.0,Temperate,Grassland,5.7,660.0,1866.0,,,,,,1990,,,,
604.0,1998.5,45.0,-93.0,Temperate,Grassland,5.7,660.0,1922.0,,,,,,1990,,,,
605.0,1998.5,45.0,-93.0,Temperate,Grassland,5.7,660.0,1835.0,,,,,,1990,,,,
606.0,1998.5,45.0,-93.0,Temperate,Grassland,5.7,660.0,1767.0,,,,,,1990,,,,
607.0,1998.5,45.0,-93.0,Temperate,Grassland,5.7,660.0,1510.0,,,,,,1990,,,,
608.0,1996.5,41.87,13.63,Temperate,Forest,7.0,1100.0,625.0,,,,,,1990,,,,
609.0,1996.5,44.08,0.08,Temperate,Forest,13.5,900.0,1675.0,,,,,,1990,,,,
610.0,1998.5,38.9,-120.63,Mediterranean,Forest,11.9,1660.0,1446.0,,,,,,1990,,,,
611.0,1998.0,51.77,9.58,Temperate,Forest,7.5,1038.0,489.0,,,,,,1990,,,,
612.0,1998.0,51.77,9.57,Temperate,Forest,7.5,1038.0,512.0,,,,,,1990,,,,
613.0,1998.0,51.57,9.67,Temperate,Forest,7.5,900.0,515.0,,,,,,1990,,,,
614.0,1998.0,52.83,10.3,Temperate,Forest,8.4,837.0,594.0,,,,,,1990,,,,
615.0,1998.0,52.83,10.28,Temperate,Forest,8.4,837.0,420.0,,,,,,1990,,,,
616.0,1998.0,52.83,10.27,Temperate,Forest,8.4,837.0,539.0,,,,,,1990,,,,
617.0,1999.0,51.77,9.58,Temperate,Forest,7.5,1038.0,532.0,,,,,,1990,,,,
618.0,1999.0,51.77,9.57,Temperate,Forest,7.5,1038.0,508.0,,,,,,1990,,,,
619.0,1999.0,51.57,9.67,Temperate,Forest,7.5,900.0,543.0,,,,,,1990,,,,
620.0,1999.0,52.83,10.3,Temperate,Forest,8.4,837.0,578.0,,,,,,1990,,,,
621.0,1999.0,52.83,10.28,Temperate,Forest,8.4,837.0,396.0,,,,,,1990,,,,
622.0,1999.0,52.83,10.27,Temperate,Forest,8.4,837.0,517.0,,,,,,1990,,,,
623.0,2002.0,43.03,-89.43,Temperate,Grassland,7.5,928.0,1181.0,,,,,,2000,,,,
624.0,2002.0,43.03,-89.43,Temperate,Grassland,7.5,928.0,1331.0,,,,,,2000,,,,
625.0,2003.0,43.03,-89.43,Temperate,Grassland,7.5,928.0,1174.0,,,,,,2000,,,,
626.0,2003.0,43.03,-89.43,Temperate,Grassland,7.5,928.0,1387.0,,,,,,2000,,,,
627.0,2004.0,43.03,-89.43,Temperate,Grassland,7.5,928.0,1386.0,,,,,,2000,,,,
628.0,2004.0,43.03,-89.43,Temperate,Grassland,7.5,928.0,1510.0,,,,,,2000,,,,
629.0,1999.0,34.5,132.92,Temperate,Forest,9.7,2060.0,880.0,,,,,,1990,,,,
630.0,1999.0,34.5,132.92,Temperate,Forest,9.7,2060.0,796.0,,,,,,1990,,,,
631.0,1999.0,34.5,132.92,Temperate,Forest,9.7,2060.0,943.0,,,,,,1990,,,,
636.0,2001.0,-43.2,170.3,Temperate,Forest,11.3,3400.0,908.0,,,,,,2000,,,,
637.0,1997.0,19.84,-155.12,Tropical,Forest,20.3,3500.0,2200.0,,,,,,1990,,,,
638.0,1997.0,19.84,-155.12,Tropical,Forest,20.3,3500.0,2010.0,,,,,,1990,,,,
639.0,1999.0,19.84,-155.12,Tropical,Forest,20.3,3500.0,1550.0,,,,,,1990,,,,
640.0,1999.0,19.84,-155.12,Tropical,Forest,20.3,3500.0,1640.0,,,,,,1990,,,,
643.0,2000.0,38.03,128.1,Temperate,Forest,6.3,1578.0,1123.0,,,,,,2000,,,,
644.0,2000.0,38.03,128.1,Temperate,Forest,6.3,1578.0,1123.0,,,,,,2000,,,,
645.0,2000.0,38.03,128.1,Temperate,Forest,6.3,1578.0,1070.0,,,,,,2000,,,,
646.0,2000.0,38.03,128.1,Temperate,Forest,6.3,1578.0,1109.0,,,,,,2000,,,,
647.0,2000.0,37.55,126.98,Temperate,Forest,11.8,1370.0,1246.0,,,,,,2000,,,,
648.0,2000.0,37.75,127.17,Temperate,Forest,10.2,1365.0,1107.0,,,,,,2000,,,,
651.0,2001.5,30.83,-87.18,Temperate,Forest,15.1,788.0,855.0,,,,,,2000,,,,
652.0,2001.5,30.83,-87.18,Temperate,Forest,15.1,788.0,810.0,,,,,,2000,,,,
653.0,2001.5,30.83,-87.18,Temperate,Forest,15.1,788.0,730.0,,,,,,2000,,,,
654.0,2001.5,30.83,-87.18,Temperate,Forest,15.1,788.0,730.0,,,,,,2000,,,,
655.0,2001.5,30.83,-87.18,Temperate,Forest,15.1,788.0,715.0,,,,,,2000,,,,
656.0,2001.5,30.83,-87.18,Temperate,Forest,15.1,788.0,650.0,,,,,,2000,,,,
657.0,2001.5,30.83,-87.18,Temperate,Forest,15.1,788.0,580.0,,,,,,2000,,,,
658.0,2001.5,30.83,-87.18,Temperate,Forest,15.1,788.0,710.0,,,,,,2000,,,,
659.0,2000.0,44.57,-110.5,Temperate,Forest,4.1,465.0,156.0,,,,,1.0,2000,,,,
660.0,2000.0,44.57,-110.5,Temperate,Forest,4.1,465.0,303.0,,,,,1.8,2000,,,,
661.0,2000.0,44.57,-110.5,Temperate,Forest,4.1,465.0,351.0,,,,,2.1,2000,,,,
662.0,2000.0,44.57,-110.5,Temperate,Forest,4.1,465.0,460.0,,,,,2.7,2000,,,,
663.0,1998.0,61.85,24.28,Boreal,Forest,3.0,700.0,850.0,,,,,,1990,,,,
664.0,1999.0,61.85,24.28,Boreal,Forest,3.0,700.0,907.0,,,,,,1990,,,,
673.0,1999.0,46.85,-88.88,Temperate,Forest,4.8,821.0,1071.0,,,,,0.0,1990,,,,
674.0,1999.0,45.55,-84.85,Temperate,Forest,6.1,828.0,1071.0,,,,,0.0,1990,,,,
675.0,1999.0,44.38,-85.83,Temperate,Forest,6.9,856.0,1071.0,,,,,0.0,1990,,,,
676.0,1999.0,43.67,-86.15,Temperate,Forest,7.6,793.0,1071.0,,,,,0.0,1990,,,,
677.0,1999.0,46.85,-88.88,Temperate,Forest,4.8,821.0,894.0,,,,,0.0,1990,,,,
678.0,1999.0,45.55,-84.85,Temperate,Forest,6.1,828.0,894.0,,,,,0.0,1990,,,,
679.0,1999.0,44.38,-85.83,Temperate,Forest,6.9,856.0,894.0,,,,,0.0,1990,,,,
680.0,1999.0,43.67,-86.15,Temperate,Forest,7.6,793.0,894.0,,,,,0.0,1990,,,,
681.0,2001.0,46.85,-88.88,Temperate,Forest,4.8,821.0,1071.0,,,,,4.82,2000,,,,
682.0,2001.0,45.55,-84.85,Temperate,Forest,6.1,828.0,1071.0,,,,,4.0,2000,,,,
683.0,2001.0,44.38,-85.83,Temperate,Forest,6.9,856.0,1071.0,,,,,4.46,2000,,,,
684.0,2001.0,43.67,-86.15,Temperate,Forest,7.6,793.0,1071.0,,,,,5.51,2000,,,,
685.0,2001.0,46.85,-88.88,Temperate,Forest,4.8,821.0,894.0,,,,,3.86,2000,,,,
686.0,2001.0,45.55,-84.85,Temperate,Forest,6.1,828.0,894.0,,,,,3.8,2000,,,,
687.0,2001.0,44.38,-85.83,Temperate,Forest,6.9,856.0,894.0,,,,,3.31,2000,,,,
688.0,2001.0,43.67,-86.15,Temperate,Forest,7.6,793.0,894.0,,,,,4.85,2000,,,,
689.0,2001.0,-4.0,12.0,Tropical,Forest,25.0,1200.0,1325.0,,,,,,2000,,,,
699.0,1991.0,41.22,0.92,Mediterranean,Forest,12.0,547.0,1069.0,,,,,,1990,,,,
700.0,1991.0,41.22,0.92,Mediterranean,Forest,12.0,547.0,657.0,,,,,,1990,,,,
701.0,1991.0,41.77,2.35,Mediterranean,Forest,12.0,902.0,727.0,,,,,,1990,,,,
702.0,1991.5,56.91,-2.58,Temperate,Wetland,7.7,1040.0,463.0,,,,,,1990,,,,
